จังหวัด,อำเภอ,ตำบล,อาการ,ช่วงเวลา,จำนวนปฏิบัติการ
กาญจนบุรี,เมืองกาญจนบุรี,บ้านเก่า,บาดเจ็บ,00:00 - 00:59,2
กาญจนบุรี,เมืองกาญจนบุรี,บ้านเก่า,บาดเจ็บ,14:00 - 14:59,1
กาญจนบุรี,เมืองกาญจนบุรี,บ้านเก่า,บาดเจ็บ,16:00 - 16:59,1
กาญจนบุรี,เมืองกาญจนบุรี,บ้านเก่า,บาดเจ็บ,17:00 - 17:59,3
กาญจนบุรี,เมืองกาญจนบุรี,บ้านเก่า,บาดเจ็บ,19:00 - 19:59,1
กาญจนบุรี,เมืองกาญจนบุรี,บ้านเหนือ,บาดเจ็บ,10:00 - 10:59,1
กาญจนบุรี,เมืองกาญจนบุรี,บ้านเหนือ,บาดเจ็บ,19:00 - 19:59,1
กาญจนบุรี,เมืองกาญจนบุรี,บ้านเหนือ,บาดเจ็บ,23:00 - 23:59,1
กาญจนบุรี,เมืองกาญจนบุรี,บ้านใต้,บาดเจ็บ,05:00 - 05:59,1
กาญจนบุรี,เมืองกาญจนบุรี,บ้านใต้,บาดเจ็บ,14:00 - 14:59,1
กาญจนบุรี,เมืองกาญจนบุรี,บ้านใต้,บาดเจ็บ,17:00 - 17:59,3
กาญจนบุรี,เมืองกาญจนบุรี,ปากแพรก,บาดเจ็บ,00:00 - 00:59,1
กาญจนบุรี,เมืองกาญจนบุรี,ปากแพรก,บาดเจ็บ,06:00 - 06:59,1
กาญจนบุรี,เมืองกาญจนบุรี,ปากแพรก,บาดเจ็บ,11:00 - 11:59,1
กาญจนบุรี,เมืองกาญจนบุรี,ปากแพรก,บาดเจ็บ,12:00 - 12:59,2
กาญจนบุรี,เมืองกาญจนบุรี,ปากแพรก,บาดเจ็บ,14:00 - 14:59,1
กาญจนบุรี,เมืองกาญจนบุรี,ปากแพรก,บาดเจ็บ,19:00 - 19:59,1
กาญจนบุรี,เมืองกาญจนบุรี,ปากแพรก,บาดเจ็บ,20:00 - 20:59,3
กาญจนบุรี,เมืองกาญจนบุรี,ปากแพรก,บาดเจ็บ,21:00 - 21:59,1
กาญจนบุรี,เมืองกาญจนบุรี,ลาดหญ้า,บาดเจ็บ,05:00 - 05:59,2
กาญจนบุรี,เมืองกาญจนบุรี,ลาดหญ้า,บาดเจ็บ,12:00 - 12:59,2
กาญจนบุรี,เมืองกาญจนบุรี,ลาดหญ้า,บาดเจ็บ,21:00 - 21:59,1
กาญจนบุรี,เมืองกาญจนบุรี,ลาดหญ้า,บาดเจ็บ,23:00 - 23:59,1
กาญจนบุรี,เมืองกาญจนบุรี,วังด้ง,บาดเจ็บ,02:00 - 02:59,1
กาญจนบุรี,เมืองกาญจนบุรี,วังด้ง,บาดเจ็บ,13:00 - 13:59,2
กาญจนบุรี,เมืองกาญจนบุรี,วังด้ง,บาดเจ็บ,17:00 - 17:59,1
กาญจนบุรี,เมืองกาญจนบุรี,วังด้ง,บาดเจ็บ,18:00 - 18:59,1
กาญจนบุรี,เมืองกาญจนบุรี,วังเย็น,บาดเจ็บ,14:00 - 14:59,1
กาญจนบุรี,เมืองกาญจนบุรี,วังเย็น,บาดเจ็บ,17:00 - 17:59,2
กาญจนบุรี,เมืองกาญจนบุรี,วังเย็น,บาดเจ็บ,23:00 - 23:59,1
กาญจนบุรี,เมืองกาญจนบุรี,หนองบัว,บาดเจ็บ,06:00 - 06:59,1
กาญจนบุรี,เมืองกาญจนบุรี,หนองบัว,บาดเจ็บ,07:00 - 07:59,2
กาญจนบุรี,เมืองกาญจนบุรี,หนองบัว,บาดเจ็บ,08:00 - 08:59,1
กาญจนบุรี,เมืองกาญจนบุรี,หนองบัว,บาดเจ็บ,11:00 - 11:59,2
กาญจนบุรี,เมืองกาญจนบุรี,หนองบัว,บาดเจ็บ,13:00 - 13:59,1
กาญจนบุรี,เมืองกาญจนบุรี,หนองหญ้า,บาดเจ็บ,09:00 - 09:59,1
กาญจนบุรี,เมืองกาญจนบุรี,หนองหญ้า,บาดเจ็บ,13:00 - 13:59,3
กาญจนบุรี,เมืองกาญจนบุรี,หนองหญ้า,บาดเจ็บ,17:00 - 17:59,1
กาญจนบุรี,เมืองกาญจนบุรี,เกาะสำโรง,บาดเจ็บ,07:00 - 07:59,1
กาญจนบุรี,เมืองกาญจนบุรี,เกาะสำโรง,บาดเจ็บ,09:00 - 09:59,1
กาญจนบุรี,เมืองกาญจนบุรี,เกาะสำโรง,บาดเจ็บ,12:00 - 12:59,2
กาญจนบุรี,เมืองกาญจนบุรี,เกาะสำโรง,บาดเจ็บ,18:00 - 18:59,1
กาญจนบุรี,เมืองกาญจนบุรี,แก่งเสี้ยน,บาดเจ็บ,01:00 - 01:59,1
กาญจนบุรี,เมืองกาญจนบุรี,แก่งเสี้ยน,บาดเจ็บ,02:00 - 02:59,1
กาญจนบุรี,เมืองกาญจนบุรี,แก่งเสี้ยน,บาดเจ็บ,05:00 - 05:59,1
กาญจนบุรี,เมืองกาญจนบุรี,แก่งเสี้ยน,บาดเจ็บ,11:00 - 11:59,1
กาญจนบุรี,เมืองกาญจนบุรี,แก่งเสี้ยน,บาดเจ็บ,15:00 - 15:59,4
กาญจนบุรี,เมืองกาญจนบุรี,แก่งเสี้ยน,บาดเจ็บ,23:00 - 23:59,2
กาญจนบุรี,เลาขวัญ,ทุ่งกระบ่ำ,บาดเจ็บ,20:00 - 20:59,1
กาญจนบุรี,เลาขวัญ,หนองปลิง,บาดเจ็บ,21:00 - 21:59,1
กาญจนบุรี,เลาขวัญ,หนองฝ้าย,บาดเจ็บ,19:00 - 19:59,1
กาญจนบุรี,เลาขวัญ,เลาขวัญ,บาดเจ็บ,17:00 - 17:59,1
กาญจนบุรี,เลาขวัญ,เลาขวัญ,บาดเจ็บ,18:00 - 18:59,2
กาญจนบุรี,เลาขวัญ,เลาขวัญ,บาดเจ็บ,20:00 - 20:59,1
กาญจนบุรี,เลาขวัญ,เลาขวัญ,เสียชีวิต,17:00 - 17:59,1
กาญจนบุรี,เลาขวัญ,เลาขวัญ,เสียชีวิต,22:00 - 22:59,2
กาญจนบุรี,ไทรโยค,ท่าเสา,บาดเจ็บ,00:00 - 00:59,2
กาญจนบุรี,ไทรโยค,ท่าเสา,บาดเจ็บ,10:00 - 10:59,3
กาญจนบุรี,ไทรโยค,ท่าเสา,บาดเจ็บ,11:00 - 11:59,1
กาญจนบุรี,ไทรโยค,ท่าเสา,บาดเจ็บ,13:00 - 13:59,3
กาญจนบุรี,ไทรโยค,ท่าเสา,บาดเจ็บ,14:00 - 14:59,2
กาญจนบุรี,ไทรโยค,ท่าเสา,บาดเจ็บ,15:00 - 15:59,1
กาญจนบุรี,ไทรโยค,ท่าเสา,บาดเจ็บ,16:00 - 16:59,1
กาญจนบุรี,ไทรโยค,ท่าเสา,บาดเจ็บ,17:00 - 17:59,2
กาญจนบุรี,ไทรโยค,ท่าเสา,บาดเจ็บ,18:00 - 18:59,2
กาญจนบุรี,ไทรโยค,ท่าเสา,บาดเจ็บ,19:00 - 19:59,1
กาญจนบุรี,ไทรโยค,ท่าเสา,บาดเจ็บ,22:00 - 22:59,1
กาญจนบุรี,ไทรโยค,ท่าเสา,บาดเจ็บ,23:00 - 23:59,1
กาญจนบุรี,ไทรโยค,ลุ่มสุ่ม,บาดเจ็บ,08:00 - 08:59,1
กาญจนบุรี,ไทรโยค,ลุ่มสุ่ม,บาดเจ็บ,13:00 - 13:59,2
กาญจนบุรี,ไทรโยค,ลุ่มสุ่ม,บาดเจ็บ,16:00 - 16:59,1
กาญจนบุรี,ไทรโยค,วังกระแจะ,บาดเจ็บ,12:00 - 12:59,1
กาญจนบุรี,ไทรโยค,วังกระแจะ,บาดเจ็บ,20:00 - 20:59,1
กาญจนบุรี,ไทรโยค,ศรีมงคล,บาดเจ็บ,22:00 - 22:59,1
กาญจนบุรี,ไทรโยค,สิงห์,บาดเจ็บ,15:00 - 15:59,1
กาญจนบุรี,ไทรโยค,ไทรโยค,บาดเจ็บ,14:00 - 14:59,2
กาญจนบุรี,ไทรโยค,ไทรโยค,บาดเจ็บ,15:00 - 15:59,1
กาญจนบุรี,ไทรโยค,ไทรโยค,บาดเจ็บ,16:00 - 16:59,2
กาญจนบุรี,ไทรโยค,ไทรโยค,บาดเจ็บ,18:00 - 18:59,2
กาญจนบุรี,ไทรโยค,ไทรโยค,บาดเจ็บ,23:00 - 23:59,1
กาฬสินธุ์,กมลาไสย,กมลาไสย,บาดเจ็บ,18:00 - 18:59,1
กาฬสินธุ์,กมลาไสย,ดงลิง,บาดเจ็บ,17:00 - 17:59,1
กาฬสินธุ์,กมลาไสย,ดงลิง,บาดเจ็บ,23:00 - 23:59,1
กาฬสินธุ์,กมลาไสย,หลักเมือง,บาดเจ็บ,09:00 - 09:59,1
กาฬสินธุ์,กมลาไสย,หลักเมือง,บาดเจ็บ,13:00 - 13:59,1
กาฬสินธุ์,กมลาไสย,โคกสมบูรณ์,บาดเจ็บ,11:00 - 11:59,1
กาฬสินธุ์,กมลาไสย,โคกสมบูรณ์,บาดเจ็บ,13:00 - 13:59,1
กาฬสินธุ์,กมลาไสย,โพนงาม,บาดเจ็บ,10:00 - 10:59,1
กาฬสินธุ์,กมลาไสย,โพนงาม,บาดเจ็บ,18:00 - 18:59,1
กาฬสินธุ์,กุฉินารายณ์,กุดค้าว,บาดเจ็บ,09:00 - 09:59,1
กาฬสินธุ์,กุฉินารายณ์,กุดค้าว,บาดเจ็บ,18:00 - 18:59,1
กาฬสินธุ์,กุฉินารายณ์,กุดหว้า,บาดเจ็บ,15:00 - 15:59,1
กาฬสินธุ์,กุฉินารายณ์,กุดหว้า,บาดเจ็บ,21:00 - 21:59,1
กาฬสินธุ์,กุฉินารายณ์,จุมจัง,บาดเจ็บ,00:00 - 00:59,1
กาฬสินธุ์,กุฉินารายณ์,จุมจัง,บาดเจ็บ,10:00 - 10:59,1
กาฬสินธุ์,กุฉินารายณ์,จุมจัง,บาดเจ็บ,18:00 - 18:59,1
กาฬสินธุ์,กุฉินารายณ์,นาขาม,บาดเจ็บ,02:00 - 02:59,1
กาฬสินธุ์,กุฉินารายณ์,นาขาม,บาดเจ็บ,17:00 - 17:59,1
กาฬสินธุ์,กุฉินารายณ์,นาโก,บาดเจ็บ,09:00 - 09:59,1
